,id,host_acceptance_rate,host_is_superhost,neighbourhood,latitude,longitude,room_type,accommodates,bedrooms,beds,amenities,price_in_dollar,minimum_nights,maximum_nights,has_availability,availability_30,number_of_reviews_l30d,review_scores_rating,instant_bookable,price_per_person,minimum_price,discount_per_5_days_booked,discount_per_10_days_booked,discount_per_30_and_more_days_booked,service_cost,available,five_day_dollar_price
1542,30251394,0.88,False,De Baarsjes - Oud-West,52.36489,4.86007,Entire home/apt,2,1,1,12,178.0,3,22,True,3,1,5.0,False,89.0,534.0,0.06,0.19,0.19,4.99,0.04657534246575343,780.8082191780821
1543,30261748,1.0,True,Oud-Oost,52.35585,4.9094,Private room,4,1,2,7,162.0,3,30,True,3,3,4.69,False,40.5,486.0,0.09,0.15,0.19,4.99,0.4301369863013699,905.1369863013699
1544,30264925,0.6699999999999999,True,Centrum-West,52.37252,4.89583,Private room,2,1,1,9,136.0,2,1125,True,4,4,4.71,True,68.0,272.0,0.05,0.16,0.15,4.99,0.2403846153846154,750.0
1545,30265278,1.0,True,Centrum-West,52.37106,4.89581,Private room,2,1,1,9,136.0,1,1125,True,0,4,4.79,True,68.0,136.0,0.08,0.17,0.14,4.99,0.2524271844660194,750.0
1546,30282572,0.44,False,De Baarsjes - Oud-West,52.37284,4.87271,Entire home/apt,2,1,2,3,131.0,3,1125,True,0,3,4.95,False,65.5,393.0,0.07,0.18,0.19,4.99,0.0,625.5479452054794
1547,30356862,0.85,False,Centrum-West,52.37318,4.88985,Entire home/apt,5,3,2,14,446.0,3,90,True,18,1,4.42,True,89.2,1338.0,0.11,0.2,0.28,10.99,0.8904109589041096,2327.1917808219177
1548,30359891,0.0,False,Zuid,52.35697,4.85934,Entire home/apt,4,2,2,7,195.0,4,30,True,1,0,4.92,False,48.75,780.0,0.06,0.15,0.21,4.99,0.00821917808219178,975.0
1549,30371430,0.68,False,Westerpark,52.37831,4.86941,Entire home/apt,3,2,1,3,120.0,3,1125,True,6,0,4.67,False,40.0,360.0,0.07,0.17,0.2,4.99,0.01643835616438356,603.6986301369863
1550,30394912,0.52,False,Centrum-West,52.38075,4.88625,Private room,2,1,1,22,557.0,3,30,True,8,0,4.4799999999999995,True,278.5,1671.0,0.1,0.17,0.36,10.99,0.030136986301369864,2343.8630136986303
1551,30395086,1.0,False,Oud-Noord,52.39706,4.90492,Entire home/apt,4,2,3,18,426.0,1,1125,True,1,0,3.38,True,106.5,426.0,0.1,0.21,0.34,10.99,0.4767123287671233,2461.4520547945203
1552,30453053,0.75,False,Oostelijk Havengebied - Indische Buurt,52.36422,4.93679,Entire home/apt,2,1,3,3,130.0,5,30,True,0,0,4.83,False,65.0,650.0,0.06,0.17,0.17,4.99,0.030136986301369864,682.3561643835617
1553,30456037,0.43,False,De Pijp - Rivierenbuurt,52.35276,4.89862,Entire home/apt,4,2,3,3,120.0,6,18,True,0,0,5.0,False,30.0,720.0,0.08,0.19,0.18,4.99,0.03561643835616438,696.027397260274
1554,30467382,0.24,False,Zuid,52.35438,4.86322,Entire home/apt,6,3,4,23,650.0,3,7,True,0,0,4.28,True,108.33,1950.0,0.13,0.27,0.3,10.99,0.04657534246575343,3273.2876712328766
1555,30505312,0.1,False,Oud-Noord,52.39614,4.91603,Entire home/apt,4,2,1,5,138.0,2,1125,True,1,0,4.87,False,34.5,276.0,0.07,0.11,0.18,4.99,0.35294117647058826,740.0
1556,30551730,1.0,True,De Pijp - Rivierenbuurt,52.3544,4.88679,Private room,4,1,3,5,359.0,2,1125,True,7,8,4.98,True,89.75,718.0,0.09,0.15,0.21,4.99,0.28846153846153844,1961.5384615384614
1557,30757070,1.0,False,Noord-Oost,52.38883,4.95662,Entire home/apt,4,2,5,7,177.0,3,30,True,0,0,4.82,True,44.25,531.0,0.08,0.16,0.19,4.99,0.0,885.0
1558,30762384,1.0,True,Centrum-Oost,52.37695,4.90782,Entire home/apt,4,2,2,8,274.0,1,1125,True,10,5,4.87,True,68.5,274.0,0.05,0.29,0.25,4.99,0.9130434782608695,2868.641304347826
1559,30762441,0.9199999999999999,True,Centrum-Oost,52.37847,4.90756,Entire home/apt,5,3,3,15,473.0,1,1125,True,11,25,4.05,True,94.6,473.0,0.15,0.25,0.26,10.99,0.956989247311828,3439.8924731182797
1560,30765293,0.71,False,Noord-West,52.40417,4.91631,Entire home/apt,4,2,2,5,120.0,3,10,True,0,0,5.0,False,30.0,360.0,0.06,0.14,0.19,4.99,0.0,600.0
1561,30814294,0.96,False,De Baarsjes - Oud-West,52.36535,4.87496,Shared room,2,1,1,17,288.0,2,90,True,2,4,4.85,False,144.0,576.0,0.06,0.21,0.26,4.99,0.05521472392638037,1301.3803680981596
1562,30855167,0.4,False,Bos en Lommer,52.37944,4.85925,Entire home/apt,4,2,2,1,130.0,7,30,True,0,0,4.86,False,32.5,910.0,0.05,0.12,0.18,4.99,0.0,650.0
1563,30872076,0.0,False,De Pijp - Rivierenbuurt,52.35726,4.88758,Entire home/apt,2,1,1,7,150.0,4,25,True,7,0,4.72,False,75.0,600.0,0.07,0.09,0.18,4.99,0.7835616438356164,766.986301369863
1564,30901852,0.96,False,De Pijp - Rivierenbuurt,52.35161,4.89049,Entire home/apt,2,1,1,3,94.0,7,7,True,0,0,4.87,True,47.0,658.0,0.06,0.11,0.15,4.99,0.0,470.0
1565,30905786,0.78,True,Centrum-West,52.37317,4.88255,Hotel room,2,1,1,6,179.0,2,1125,True,0,1,5.0,False,89.5,358.0,0.06,0.18,0.18,4.99,0.35502958579881655,1122.4704142011835
1566,30905979,0.68,True,Centrum-West,52.37372,4.88074,Hotel room,2,1,1,10,172.0,2,1125,True,0,2,4.98,False,86.0,344.0,0.06,0.2,0.19,4.99,0.36901408450704226,1015.3521126760563
1567,30928188,0.88,True,Centrum-Oost,52.37557,4.92019,Entire home/apt,4,2,3,17,325.0,2,14,True,3,3,4.91,True,81.25,650.0,0.12,0.06,0.08,4.99,0.6440677966101694,1841.593220338983
1568,30933786,0.56,False,Westerpark,52.38236,4.86899,Entire home/apt,4,2,2,11,190.0,4,1125,True,0,0,4.9,False,47.5,760.0,0.07,0.15,0.21,4.99,0.0,950.0
1569,30946085,1.0,False,Centrum-West,52.36847,4.8876,Entire home/apt,4,2,4,12,297.0,3,1125,True,0,1,5.0,False,74.25,891.0,0.13,0.32,0.26,4.99,0.049315068493150684,2128.931506849315
1570,31050856,1.0,False,Westerpark,52.38319,4.876584,Entire home/apt,4,2,4,9,310.0,4,30,True,0,0,5.0,False,77.5,1240.0,0.05,0.2,0.22,4.99,0.0,1552.1917808219177
1571,31064558,0.71,True,Centrum-West,52.37615,4.892,Private room,3,1,2,1,108.0,2,1125,True,2,5,4.83,True,36.0,216.0,0.07,0.16,0.19,4.99,0.3333333333333333,683.3333333333334
1572,31072230,0.9300000000000002,True,Centrum-West,52.37202,4.88737,Private room,3,1,2,10,243.0,2,1125,True,1,2,4.92,True,81.0,486.0,0.08,0.14,0.21,4.99,0.7692307692307693,1483.4615384615386
1573,31086086,0.79,False,Centrum-West,52.37139,4.87486,Entire home/apt,4,2,2,23,400.0,3,1125,True,2,1,4.67,False,100.0,1200.0,0.08,0.18,0.25,10.99,0.12602739726027398,1784.7945205479452
1574,31095874,1.0,True,Oud-Oost,52.357025,4.921543,Entire home/apt,4,2,4,16,500.0,1,1125,True,0,3,4.550000000000001,True,125.0,500.0,0.1,0.31,0.33,10.99,0.0,2680.232558139535
1575,31100723,0.020000000000000018,False,De Pijp - Rivierenbuurt,52.35666,4.89785,Entire home/apt,3,2,2,13,223.0,3,1125,True,2,1,4.84,False,74.33,669.0,0.07,0.2,0.27,4.99,0.005494505494505495,1002.4725274725274
1576,31110035,0.0,False,Oud-Noord,52.38481,4.91342,Private room,2,1,1,7,122.0,1,30,True,4,2,4.92,False,61.0,122.0,0.04,0.15,0.17,4.99,0.71875,850.0
1577,31150995,1.0,False,Noord-West,52.41121,4.90171,Private room,4,1,2,8,286.0,3,1125,True,14,0,4.86,False,71.5,858.0,0.09,0.23,0.31,4.99,0.12179487179487179,1466.6666666666667
1578,31164355,0.84,False,Zuid,52.35654,4.8591,Entire home/apt,4,2,4,16,250.0,3,14,True,0,1,5.0,False,62.5,750.0,0.14,0.25,0.21,4.99,0.0,1660.9315068493152
1579,31164874,1.0,False,IJburg - Zeeburgereiland,52.36193,4.97917,Entire home/apt,4,2,3,17,400.0,3,10,True,0,2,5.0,True,100.0,1200.0,0.03,0.13,0.27,10.99,0.0,2000.0
1580,31196431,0.83,True,De Pijp - Rivierenbuurt,52.35477,4.90627,Private room,2,1,1,7,175.0,3,5,True,5,1,4.9,False,87.5,525.0,0.07,0.2,0.18,4.99,0.7616438356164383,813.5479452054794
1581,31234848,0.42999999999999994,False,De Pijp - Rivierenbuurt,52.3446,4.90005,Entire home/apt,3,2,1,7,138.0,2,1125,True,1,2,4.74,True,46.0,276.0,0.07,0.17,0.18,4.99,0.5789473684210527,697.3684210526316
1582,31352081,0.4,False,Centrum-West,52.38367,4.88812,Entire home/apt,4,2,2,16,480.0,3,35,True,0,0,4.46,True,120.0,1440.0,0.08,0.16,0.26,10.99,0.3232876712328767,2397.0
1583,31408508,0.8300000000000001,False,De Baarsjes - Oud-West,52.36338,4.85958,Entire home/apt,4,2,2,10,194.0,2,1125,True,0,0,5.0,False,48.5,388.0,0.09,0.22,0.2,4.99,0.4666666666666667,1380.0
1584,31536003,0.47000000000000003,False,De Baarsjes - Oud-West,52.37241,4.86122,Entire home/apt,4,2,3,11,190.0,5,1125,True,1,2,4.75,False,47.5,950.0,0.07,0.13,0.23,4.99,0.16986301369863013,955.8630136986301
1585,31559235,1.0,False,De Aker - Nieuw Sloten,52.34833,4.78987,Entire home/apt,4,2,2,5,165.0,3,1125,True,0,0,5.0,True,41.25,495.0,0.08,0.21,0.14,4.99,0.0,825.0
1586,31561365,0.73,False,Oostelijk Havengebied - Indische Buurt,52.3774,4.94563,Entire home/apt,4,2,5,12,257.0,3,1125,True,14,1,4.45,False,64.25,771.0,0.06,0.21,0.18,4.99,0.23835616438356164,867.4657534246576
1587,31582709,0.30999999999999994,False,Zuid,52.36054,4.87621,Private room,4,1,2,15,357.0,4,500,True,5,3,4.84,False,89.25,1428.0,0.05,0.12,0.25,4.99,0.10136986301369863,1803.013698630137
1588,31606186,1.0,False,Slotervaart,52.35043,4.84302,Entire home/apt,4,2,2,6,180.0,10,14,True,3,0,5.0,False,45.0,1800.0,0.07,0.23,0.21,4.99,0.019178082191780823,901.7808219178082
1589,31632004,0.21000000000000002,False,Oud-Noord,52.39289,4.91633,Entire home/apt,6,3,6,13,230.0,3,1125,True,0,0,5.0,False,38.33,690.0,0.06,0.22,0.19,4.99,0.0,1150.0
1590,31709186,0.77,False,De Pijp - Rivierenbuurt,52.35662,4.90323,Entire home/apt,2,1,1,13,338.0,3,100,True,0,2,4.92,False,169.0,1014.0,0.09,0.08,0.34,4.99,0.0,1748.835616438356
1591,31731136,1.0,True,Centrum-West,52.3777,4.8922,Entire home/apt,2,1,1,6,95.0,1,1125,True,3,1,4.91,True,47.5,95.0,0.06,0.13,0.17,4.99,0.11235955056179775,475.0
1592,31871461,0.6000000000000001,False,Centrum-West,52.37662,4.88117,Private room,3,1,2,5,135.0,4,30,True,0,0,4.84,False,45.0,540.0,0.09,0.15,0.18,4.99,0.37534246575342467,675.8493150684932
1593,31917406,0.92,False,Oostelijk Havengebied - Indische Buurt,52.37147,4.95043,Entire home/apt,2,1,1,6,150.0,3,10,True,14,0,4.5,False,75.0,450.0,0.06,0.2,0.17,4.99,0.4958904109589041,707.5342465753424
1594,31940174,0.88,False,Westerpark,52.37775,4.87055,Entire home/apt,2,1,1,5,160.0,3,10,True,0,2,5.0,False,80.0,480.0,0.08,0.17,0.17,4.99,0.0,800.8767123287671
1595,31942766,1.0,False,Oostelijk Havengebied - Indische Buurt,52.37632,4.94322,Private room,2,1,2,8,163.0,3,14,True,5,0,5.0,True,81.5,489.0,0.07,0.16,0.26,4.99,0.03260869565217391,565.6521739130435
1596,31944927,0.72,False,Centrum-West,52.37674,4.89624,Hotel room,1,1,1,1,89.0,1,1125,True,0,0,4.55,True,89.0,89.0,0.05,0.1,0.17,4.99,0.0,2157.5454545454545
1597,31944954,0.71,False,Centrum-West,52.37674,4.89624,Hotel room,2,1,1,9,219.0,1,1125,True,0,0,4.17,True,109.5,219.0,0.06,0.11,0.25,4.99,0.0,2817.3636363636365
1598,31945032,0.48,False,Centrum-West,52.37674,4.89624,Hotel room,1,1,1,4,86.0,1,1125,True,0,0,4.56,True,86.0,86.0,0.06,0.07,0.13,4.99,0.0,2141.4545454545455
1599,31945057,0.81,False,Zuid,52.36032,4.8784,Hotel room,1,1,1,2,62.0,1,1125,True,0,0,4.57,True,62.0,62.0,0.05,0.14,0.14,2.99,0.0,9202.636363636364
1600,31945078,0.83,False,Zuid,52.36032,4.8784,Hotel room,1,1,1,1,67.0,1,1125,True,0,0,3.6999999999999997,True,67.0,67.0,0.05,0.1,0.16,2.99,0.0,9223.272727272728
1601,31945123,1.0,False,Centrum-West,52.37392,4.89635,Shared room,1,1,1,1,78.0,1,1125,True,0,0,4.43,True,78.0,78.0,0.04,0.12,0.16,4.99,0.0,390.54545454545456
1602,31945182,0.72,False,Centrum-West,52.37392,4.89635,Private room,2,1,1,7,214.0,1,1125,True,0,0,4.25,True,107.0,214.0,0.06,0.22,0.24,4.99,0.0,1534.1818181818182
1603,31945260,0.48,False,Centrum-West,52.37392,4.89635,Shared room,1,1,1,2,75.0,1,1125,True,0,0,4.54,True,75.0,75.0,0.05,0.11,0.15,4.99,0.0,379.45454545454544
1604,31945342,0.5700000000000001,False,Centrum-West,52.37392,4.89635,Private room,2,1,1,9,232.0,1,1125,True,0,0,4.15,True,116.0,232.0,0.13,0.15,0.18,4.99,0.0,1534.1818181818182
1605,31948590,0.64,False,Oostelijk Havengebied - Indische Buurt,52.36385,4.93694,Entire home/apt,2,1,1,9,139.0,3,30,True,0,1,5.0,False,69.5,417.0,0.08,0.16,0.15,4.99,0.0,736.85303514377
1606,31979911,0.92,False,De Aker - Nieuw Sloten,52.350323,4.816838,Private room,4,1,2,10,190.0,1,365,True,3,0,4.61,True,47.5,190.0,0.09,0.18,0.25,4.99,0.5384615384615384,1288.75
1607,31997903,0.34,False,Zuid,52.35905,4.87695,Entire home/apt,7,4,5,22,600.0,4,1125,True,0,0,4.6,True,85.71,2400.0,0.13,0.21,0.42,10.99,0.0027397260273972603,3000.0
1608,32067350,0.71,False,Centrum-West,52.37878,4.88724,Shared room,4,1,2,17,404.0,2,60,True,7,1,4.57,True,101.0,808.0,0.11,0.21,0.29,10.99,0.019178082191780823,1953.7397260273972
1609,32068256,1.0,True,Centrum-West,52.3736,4.88318,Private room,4,1,2,11,257.0,2,30,True,2,5,4.97,False,64.25,514.0,0.05,0.23,0.29,4.99,0.0,1490.0961538461538
1610,32090247,1.0,False,De Baarsjes - Oud-West,52.366,4.87464,Entire home/apt,2,1,1,12,252.0,3,1125,True,4,0,5.0,False,126.0,756.0,0.07,0.19,0.2,4.99,0.010958904109589041,1196.1917808219177
1611,32135800,0.89,True,Oud-Noord,52.39368,4.92413,Private room,2,1,1,4,60.0,3,1125,True,0,0,4.73,False,30.0,180.0,0.06,0.1,0.16,2.99,0.0,300.0
1612,32155043,0.43000000000000005,False,De Pijp - Rivierenbuurt,52.35172,4.89283,Entire home/apt,2,1,1,6,174.0,3,1125,True,8,1,4.94,False,87.0,522.0,0.09,0.22,0.19,4.99,0.10410958904109589,935.2054794520548
1613,32234104,0.6,False,Centrum-Oost,52.36596,4.90894,Entire home/apt,2,1,1,11,325.0,7,99,True,20,1,4.5,True,162.5,2275.0,0.05,0.26,0.24,4.99,0.9698630136986301,1319.109589041096
1614,32234160,0.52,False,Centrum-Oost,52.36451,4.90901,Entire home/apt,2,1,1,10,216.0,7,99,True,20,1,4.88,True,108.0,1512.0,0.05,0.13,0.19,4.99,0.9698630136986301,959.972602739726
1615,32234250,0.73,False,Centrum-Oost,52.36593,4.91038,Entire home/apt,2,1,1,14,312.0,7,99,True,20,0,4.67,True,156.0,2184.0,0.13,0.18,0.23,4.99,0.9671232876712329,1247.6438356164383
1616,32234486,1.0,False,Centrum-Oost,52.36477,4.90901,Entire home/apt,2,1,1,13,335.0,7,99,True,20,0,5.0,True,167.5,2345.0,0.04,0.26,0.17,4.99,0.958904109589041,1416.4657534246576
1617,32234583,1.0,False,Centrum-Oost,52.36386,4.9111,Entire home/apt,2,1,1,13,335.0,7,99,True,1,0,2.0,True,167.5,2345.0,0.06,0.18,0.26,4.99,0.821917808219178,1472.5753424657535
1618,32234666,0.6,False,Centrum-Oost,52.3647,4.9089,Entire home/apt,2,1,1,8,326.0,7,99,True,11,0,5.0,True,163.0,2282.0,0.15,0.11,0.32,4.99,0.9260273972602739,1256.5479452054794
1619,32235074,0.7,False,Centrum-Oost,52.36594,4.91037,Entire home/apt,4,2,2,16,470.0,7,99,True,16,0,4.59,True,117.5,3290.0,0.1,0.07,0.15,10.99,0.863013698630137,1875.3150684931506
1620,32235313,0.9,False,Centrum-Oost,52.36609,4.91069,Entire home/apt,6,3,3,29,816.0,7,99,True,6,0,3.24,True,136.0,5712.0,0.13,0.17,0.34,10.99,0.7698630136986301,3184.6301369863013
1621,32235358,0.71,False,Centrum-Oost,52.36418,4.91097,Entire home/apt,6,3,3,25,616.0,7,99,True,3,0,4.04,False,102.67,4312.0,0.12,0.21,0.25,10.99,0.7863013698630137,2288.4657534246576
1622,32235546,1.0,False,Centrum-Oost,52.36599,4.91033,Entire home/apt,4,2,2,20,457.0,7,99,True,10,1,4.71,True,114.25,3199.0,0.05,0.21,0.27,10.99,0.8164383561643835,1926.041095890411
1623,32284498,0.0,False,De Baarsjes - Oud-West,52.36505,4.85071,Entire home/apt,4,2,1,13,150.0,3,1125,True,0,0,5.0,False,37.5,450.0,0.07,0.18,0.25,4.99,0.0,750.0
1624,32304359,1.0,False,IJburg - Zeeburgereiland,52.36253,4.97756,Entire home/apt,4,2,5,9,250.0,3,29,True,0,1,4.63,False,62.5,750.0,0.06,0.12,0.27,4.99,0.0958904109589041,1250.013698630137
1625,32325935,0.31000000000000005,False,Zuid,52.3513,4.84865,Entire home/apt,4,2,2,8,200.0,2,1125,True,0,0,4.84,False,50.0,400.0,0.08,0.2,0.21,4.99,0.0,1099.6168582375478
1626,32331255,0.0,False,IJburg - Zeeburgereiland,52.36195,4.98747,Entire home/apt,4,2,4,11,200.0,5,14,True,1,0,5.0,False,50.0,1000.0,0.08,0.18,0.25,4.99,0.16986301369863013,1000.0
1627,32371223,0.52,False,Centrum-Oost,52.36208,4.90865,Entire home/apt,2,1,1,1,80.0,14,1125,True,0,0,5.0,False,40.0,1120.0,0.04,0.13,0.14,4.99,0.0,413.4931506849315
1628,32413659,1.0,True,Centrum-Oost,52.37426,4.90568,Entire home/apt,4,2,3,12,295.0,3,45,True,3,4,4.82,True,73.75,885.0,0.14,0.07,0.24,4.99,0.6084507042253521,1460.4929577464789
1629,32421030,1.0,True,Centrum-Oost,52.37309,4.90737,Private room,3,1,3,6,179.0,3,45,True,9,2,4.71,True,59.67,537.0,0.08,0.1,0.18,4.99,0.7955182072829131,1044.579831932773
1630,32485135,1.0,True,De Baarsjes - Oud-West,52.36798,4.86633,Hotel room,2,1,1,1,150.0,1,1125,True,29,71,4.85,True,75.0,150.0,0.07,0.18,0.17,4.99,1.0,1097.857142857143
1631,32485928,0.74,False,De Pijp - Rivierenbuurt,52.35232,4.89795,Private room,2,1,1,8,150.0,3,1125,True,8,0,4.83,True,75.0,450.0,0.09,0.25,0.12,4.99,0.5348189415041783,1210.557103064067
1632,32488859,0.33,False,De Baarsjes - Oud-West,52.36312,4.8756,Entire home/apt,4,2,2,15,284.0,3,1125,True,0,3,4.89,False,71.0,852.0,0.07,0.26,0.3,4.99,0.0,1358.6849315068494
1633,32541862,0.34,False,De Baarsjes - Oud-West,52.3687,4.86041,Private room,2,1,1,4,143.0,3,1125,True,17,2,5.0,False,71.5,429.0,0.08,0.14,0.19,4.99,0.17307692307692307,553.7740384615385
1634,32600527,0.35000000000000003,False,Oud-Oost,52.35132,4.9134,Entire home/apt,2,1,1,8,151.0,10,50,True,13,2,5.0,False,75.5,1510.0,0.07,0.17,0.23,4.99,0.0410958904109589,750.5479452054794
1635,32624418,0.27,False,Oud-Noord,52.38337,4.90474,Hotel room,1,1,1,6,79.0,1,1125,True,24,3,4.48,True,79.0,79.0,0.06,0.11,0.15,4.99,1.0,276.6666666666667
1636,32624420,0.63,False,Oud-Noord,52.38524,4.90446,Hotel room,1,1,1,6,71.0,1,1125,True,16,2,3.65,True,71.0,71.0,0.05,0.11,0.17,2.99,1.0,288.3333333333333
1637,32624425,0.77,False,Oud-Noord,52.38317,4.90284,Hotel room,1,1,1,1,73.0,1,1125,True,19,4,4.04,True,73.0,73.0,0.05,0.1,0.16,2.99,1.0,296.6666666666667
1638,32624427,1.0,False,Oud-Noord,52.38315,4.90405,Hotel room,1,1,1,2,69.0,1,1125,True,15,3,4.239999999999999,True,69.0,69.0,0.04,0.13,0.15,2.99,1.0,255.0
1639,32624429,0.8200000000000001,False,Oud-Noord,52.38512,4.90442,Hotel room,1,1,1,7,86.0,1,1125,True,25,9,4.62,True,86.0,86.0,0.04,0.13,0.16,4.99,1.0,293.3333333333333
1640,32624963,0.98,False,Oud-Noord,52.38323,4.90427,Hotel room,1,1,1,8,164.0,1,1125,True,13,2,4.58,True,164.0,164.0,0.09,0.17,0.16,4.99,1.0,630.0
1641,32624966,0.39,False,Oud-Noord,52.38322,4.90275,Hotel room,2,1,1,13,225.0,1,1125,True,20,3,4.11,True,112.5,225.0,0.11,0.21,0.21,4.99,1.0,898.3333333333334
1642,32624969,0.76,False,Oud-Noord,52.38483,4.90477,Hotel room,4,2,2,15,396.0,1,1125,True,17,10,4.38,True,99.0,396.0,0.1,0.15,0.25,4.99,1.0,1341.6666666666667
1643,32625293,1.0,False,Oud-Noord,52.38312,4.90442,Hotel room,1,1,1,5,86.0,1,1125,True,21,8,4.46,True,86.0,86.0,0.04,0.09,0.15,4.99,1.0,293.3333333333333
1644,32683114,0.31,False,De Pijp - Rivierenbuurt,52.35383,4.90189,Entire home/apt,3,2,2,9,157.0,7,1125,True,0,0,5.0,False,52.33,1099.0,0.07,0.11,0.23,4.99,0.5013698630136987,794.4109589041096
1645,32692691,0.8300000000000001,False,Westerpark,52.38595,4.88247,Entire home/apt,4,2,2,10,214.0,3,1125,True,0,1,4.92,False,53.5,642.0,0.11,0.26,0.22,4.99,0.0,1071.2328767123288
1646,32707589,0.5700000000000001,False,Centrum-Oost,52.36399,4.88607,Private room,4,1,3,1,207.0,1,1125,True,1,4,4.88,True,51.75,207.0,0.06,0.25,0.28,4.99,0.0028169014084507044,943.5211267605633
1647,32774323,0.33,False,De Baarsjes - Oud-West,52.36804,4.86689,Entire home/apt,2,1,1,1,160.0,3,30,True,1,0,5.0,False,80.0,480.0,0.07,0.13,0.18,4.99,0.0027397260273972603,743.8356164383562
1648,32780893,0.59,False,Zuid,52.35396,4.86537,Hotel room,4,2,4,8,211.0,3,1125,True,1,0,4.91,True,52.75,633.0,0.08,0.18,0.18,4.99,0.16164383561643836,790.013698630137
1649,32806990,0.8200000000000001,False,De Baarsjes - Oud-West,52.36916,4.85836,Entire home/apt,2,1,1,7,150.0,5,365,True,0,0,4.86,False,75.0,750.0,0.07,0.25,0.17,4.99,0.0,776.6575342465753
1650,32861412,1.0,True,Centrum-West,52.38754,4.88702,Private room,2,1,2,5,115.0,3,1125,True,4,4,4.9,True,57.5,345.0,0.07,0.14,0.18,4.99,0.1506849315068493,630.4246575342465
1651,32956414,0.84,False,IJburg - Zeeburgereiland,52.3607,4.9829,Entire home/apt,6,3,3,9,200.0,7,1125,True,0,0,4.67,False,33.33,1400.0,0.11,0.06,0.24,4.99,0.0027397260273972603,1000.0
1652,32974828,1.0,True,Bos en Lommer,52.37663,4.86173,Private room,2,1,1,3,89.0,2,10,True,2,9,4.88,True,44.5,178.0,0.07,0.12,0.16,4.99,0.17647058823529413,451.37254901960785
1653,33008703,0.56,False,Zuid,52.35392,4.88282,Entire home/apt,2,1,2,5,296.0,1,365,True,4,0,4.28,True,148.0,296.0,0.12,0.17,0.3,4.99,0.1388888888888889,1443.0555555555557
1654,33008830,0.47,False,Zuid,52.35407,4.88158,Entire home/apt,4,2,2,8,327.0,1,365,True,11,1,3.25,True,81.75,327.0,0.03,0.21,0.15,4.99,0.0,1527.5
1655,33008921,0.74,False,Zuid,52.35587,4.88186,Entire home/apt,2,1,2,11,269.0,1,365,True,5,0,4.53,True,134.5,269.0,0.11,0.21,0.13,4.99,0.1388888888888889,1267.9166666666667
1656,33013917,1.0,False,De Baarsjes - Oud-West,52.3678,4.8507,Entire home/apt,2,1,2,6,140.0,4,1125,True,0,0,5.0,False,70.0,560.0,0.05,0.2,0.19,4.99,0.0,700.0
1657,33026828,0.7000000000000001,False,Watergraafsmeer,52.34053,4.92,Entire home/apt,6,3,4,21,542.0,3,3,True,0,0,4.65,True,90.33,1626.0,0.09,0.27,0.25,10.99,0.2684931506849315,3109.917808219178
1658,33042335,1.0,False,Noord-Oost,52.39451,4.9315,Entire home/apt,4,2,4,4,150.0,3,14,True,0,0,5.0,False,37.5,450.0,0.08,0.14,0.19,4.99,0.0,750.0
1659,33061795,1.0,False,Watergraafsmeer,52.33928,4.94218,Entire home/apt,2,1,1,2,200.0,5,5,True,19,0,4.6,False,100.0,1000.0,0.1,0.25,0.24,4.99,0.6876712328767123,1000.0
1660,33087684,0.19,False,De Pijp - Rivierenbuurt,52.34806,4.90658,Entire home/apt,2,1,1,4,150.0,3,1125,True,1,1,5.0,False,75.0,450.0,0.06,0.26,0.2,4.99,0.0027397260273972603,787.8082191780821
1661,33089191,0.38,False,Slotervaart,52.36333,4.84242,Entire home/apt,2,1,1,2,150.0,4,1125,True,1,0,5.0,False,75.0,600.0,0.08,0.24,0.19,4.99,0.0027397260273972603,750.0
1662,33129141,1.0,True,Bos en Lommer,52.37748,4.8634,Entire home/apt,2,1,1,7,200.0,1,1125,True,2,2,5.0,True,100.0,200.0,0.12,0.21,0.15,4.99,0.5777027027027027,1000.0
1663,33180808,0.35000000000000003,False,De Baarsjes - Oud-West,52.36518,4.85594,Entire home/apt,3,2,2,5,221.0,3,7,True,7,0,4.4,False,73.67,663.0,0.06,0.15,0.18,4.99,0.8438356164383561,1114.2054794520548
1664,33184440,0.42,False,IJburg - Zeeburgereiland,52.35431,4.99841,Entire home/apt,4,2,1,8,195.0,3,1125,True,0,0,4.86,False,48.75,585.0,0.08,0.14,0.27,4.99,0.1780821917808219,975.0
1665,33304570,1.0,True,De Baarsjes - Oud-West,52.36199,4.86981,Entire home/apt,2,1,1,1,130.0,3,11,True,0,0,5.0,False,65.0,390.0,0.07,0.09,0.17,4.99,0.0,650.0
1666,33359293,1.0,False,De Baarsjes - Oud-West,52.37059,4.85031,Entire home/apt,2,1,1,1,140.0,2,10,True,0,1,5.0,False,70.0,280.0,0.06,0.14,0.16,4.99,1.0,764.2857142857143
1667,33361465,1.0,False,Westerpark,52.39056,4.88719,Private room,2,1,1,9,288.0,2,1125,True,6,0,4.86,True,144.0,576.0,0.14,0.27,0.26,4.99,0.9559322033898305,1403.0677966101696
1668,33364999,0.83,False,Centrum-Oost,52.36188,4.89629,Entire home/apt,4,2,2,16,350.0,1,125,True,6,0,5.0,True,87.5,350.0,0.08,0.2,0.19,4.99,0.7959183673469388,1750.0
1669,33412851,1.0,False,Centrum-West,52.38786,4.88604,Entire home/apt,4,2,2,1,174.0,7,180,True,0,0,3.0,True,43.5,1218.0,0.07,0.19,0.2,4.99,0.06575342465753424,16706.45205479452
